sherdogId,name,beatUFCBound,lostToUFCBound,topMultiplier,lastDate,notableWins
Steven-Ray-59838,Steven Ray,4,4,0.68,2023-06-23,beat Curt Warburton (2014-06-07); beat Curt Warburton (2014-11-01); beat Anthony Pettis (2022-06-24); beat Anthony Pettis (2022-08-05)
Jesse-Arnett-87337,Jesse Arnett,4,4,0.35,2023-05-20,beat Roland Delorme (2015-08-15); beat Johnny Bedford (2017-09-09); beat Ali AlQaisi (2022-07-02); beat Darrick Minner (2016-01-29)
Adriano-Moraes-84527,Adriano Moraes,4,2,0.68,2023-05-05,beat Yasuhiro Urushitani (2014-03-14); beat Dileno Lopes (2013-06-23); beat Demetrious Johnson (2021-04-07); beat Ismael Bonfim (2011-09-04)
Michal-Kita-19984,Michal Kita,4,7,0.55,2023-02-25,beat Ricco Rodriguez (2011-11-05); beat Mike Wessel (2014-03-01); beat Igor Pokrajac (2020-06-13); beat Daniel Omielanczuk (2023-02-25)
Emmanuel-Sanchez-29839,Emmanuel Sanchez,4,5,0.68,2022-04-23,beat Justin Lawrence (2015-11-06); beat Sam Sicilia (2018-04-28); beat Michael McBride (2013-10-25); beat Daniel Pineda (2016-02-19)
Jason-Butcher-58070,Jason Butcher,4,3,0.68,2022-04-02,beat Dominique Steele (2011-02-25); beat Andreas Michailidis (2014-10-10); beat Karl Williams (2021-12-04); beat Jack Hermansson (2013-03-21)
James-Nakashima-142041,James Nakashima,4,1,0.68,2022-01-14,beat Yushin Okami (2019-08-02); beat Kyle Stewart (2018-07-27); beat Derrick Krantz (2017-09-22); beat Chance Rencountre (2015-09-18)
Linton-Vassell-37527,Linton Vassell,4,2,0.68,2021-11-12,beat Rameau Thierry Sokoudjou (2015-02-27); beat Ronny Markes (2020-12-10); beat Francis Carmont (2016-11-19); beat Tyrell Fortune (2021-11-12)
Magomedrasul-Khasbulaev-50180,Magomedrasul Khasbulaev,4,1,0.55,2020-02-21,beat Rob Emerson (2018-11-16); beat Levan Makashvili (2020-02-21); beat Rashid Magomedov (2010-04-10); beat Kurt Holobaugh (2016-03-12)
Anthony-Ruiz-6901,Anthony    Ruiz,4,9,0.68,2019-08-10,beat Gan McGee (2009-07-25); beat Brad Imes (2008-01-17); beat Hector Ramirez (2010-02-04); beat Xavier Foupa-Pokam (2009-12-03)
Emmanuel-Walo-79331,Emmanuel Walo,4,0,0.55,2019-07-20,beat Jon Manley (2017-05-12); beat Jon Manley (2019-07-20); beat George Sullivan (2018-11-17); beat Jeremiah Wells (2016-02-27)
Rafael-Lovato-Jr-116967,Rafael Lovato Jr.,4,0,0.68,2019-06-22,beat John Salter (2018-09-21); beat Gerald Harris (2018-04-28); beat Mike Rhodes (2017-07-14); beat Gegard Mousasi (2019-06-22)
Karol-Bedorf-25819,Karol Bedorf,4,1,0.55,2019-05-18,beat Rolles Gracie (2014-10-04); beat James McSweeney (2016-03-05); beat Oli Thompson (2013-03-16); beat Francis Carmont (2007-11-10)
Louis-Taylor-25948,Louis Taylor,4,2,0.68,2018-12-31,beat Joe Vedepo (2012-12-14); beat Brian Houston (2014-10-11); beat Phil Hawes (2016-07-30); beat Abus Magomedov (2018-12-31)
Ricky-Palacios-73600,Ricky Palacios,4,0,0.35,2018-11-24,beat Walel Watson (2018-11-24); beat Roman Salazar (2017-04-20); beat Chris Avila (2017-07-27); beat Brandon Royval (2016-05-09)
Luis-Santos-16216,Luis Santos,4,4,0.68,2018-10-26,beat Shamar Bailey (2013-04-19); beat Ildemar Alcantara (2005-10-01); beat Ivan Jorge (2010-10-14); beat Daichi Abe (2018-10-26)
Brandon-Halsey-91819,Brandon Halsey,4,2,0.68,2018-10-13,beat Shonie Carter (2012-02-02); beat Hector Ramirez (2013-11-02); beat Kendall Grove (2015-05-15); beat Ronny Markes (2018-10-13)
Narantungalag-Jadambaa-11375,Narantungalag Jadambaa,4,1,0.68,2018-07-13,beat Koji Oishi (2014-08-29); beat Akihiro Gono (2010-08-22); beat Kazuki Tokudome (2018-07-13); beat Yui Chul Nam (2012-03-30)
Mikhail-Zayats-17466,Mikhail Zayats,4,2,0.68,2018-05-12,beat Renato Sobral (2013-01-17); beat Lucio Linhares (2008-06-27); beat Aaron Rosa (2013-10-11); beat Caio Magalhaes (2018-05-12)
Adriano-Balby-12815,Adriano Balby,4,1,0.35,2018-04-29,beat Andy Wang (2017-08-12); beat Edilberto de Oliveira (2016-12-22); beat Akihiro Gono (2018-04-29); beat Stefan Sekulic (2017-04-22)
Beslan-Isaev-41522,Beslan Isaev,4,1,0.55,2017-12-23,beat Xavier Foupa-Pokam (2010-12-17); beat Nah-Shon Burrell (2017-12-23); beat Cody McKenzie (2014-12-17); beat Elvis Mutapcic (2017-05-20)
Daniel-Straus-45414,Daniel Straus,4,3,0.68,2017-04-21,beat Gideon Ray (2010-01-23); beat Alvin Robinson (2012-10-26); beat Jason Dent (2011-10-15); beat Patricio Freire (2015-11-06)
Dion-Staring-2515,Dion Staring,4,8,0.68,2016-12-17,beat Ricco Rodriguez (2014-12-20); beat Akira Corassani (2007-05-20); beat Hans Stringer (2007-09-09); beat Ante Delija (2013-10-25)
Zoila-Frausto-42572,Zoila Frausto,4,4,0.68,2015-10-09,beat Rosi Sexton (2010-06-24); beat Jessica Rakoczy (2010-02-04); beat Jessica Aguilar (2010-09-30); beat Jessica Penne (2010-08-19)
Dwayne-Lewis-22126,Dwayne Lewis,4,6,0.68,2014-09-19,beat Mike Nickels (2010-09-10); beat Marvin Eastman (2009-12-04); beat Razak Al-Hassan (2010-11-12); beat David Loiseau (2014-06-07)
Tara-LaRosa-4227,Tara LaRosa,4,3,0.68,2014-09-06,beat Julie Kedzie (2006-07-08); beat Shayna Baszler (2007-02-18); beat Alexis Davis (2009-01-23); beat Roxanne Modafferi (2006-03-04)
Pat-Curran-29224,Pat Curran,4,3,0.68,2014-09-05,beat Roger Huerta (2010-05-06); beat Mike Ricci (2010-04-15); beat Ramiro Hernandez (2008-12-11); beat Patricio Freire (2013-01-17)
Ronnie-Rogers-42196,Ronnie Rogers,4,3,0.35,2013-12-06,beat Diego Saraiva (2011-06-18); beat Diego Saraiva (2011-09-23); beat Clay Harvison (2012-09-15); beat Jordan Rinaldi (2013-12-06)
Justin-Wilcox-16879,Justin Wilcox,4,4,0.68,2013-11-15,beat Gabe Ruediger (2008-08-30); beat Shamar Bailey (2010-03-26); beat Bobby Voelker (2006-07-15); beat Rodrigo Damm (2011-04-01)
Torrance-Taylor-14494,Torrance Taylor,4,2,0.68,2013-10-12,beat Shonie Carter (2010-08-19); beat Luke Caudillo (2008-06-13); beat Jason Dent (2007-11-03); beat Junior Assuncao (2008-05-30)
Megumi-Fujii-11512,Megumi Fujii,4,2,0.35,2013-10-05,beat Lisa Ellis (2007-08-24); beat Lisa Ellis (2010-09-30); beat Seo Hee Ham (2008-04-25); beat Carla Esparza (2010-08-12)
Daijiro-Matsui-318,Daijiro Matsui,4,8,0.68,2013-06-30,beat Curtis Stout (2006-02-04); beat Rory Singer (2002-10-20); beat Quinton Jackson (2001-12-23); beat Tom Watson (2007-02-10)
Lyle-Beerbohm-23854,Lyle Beerbohm,4,2,0.68,2013-06-14,beat Gerald Strebendt (2008-01-12); beat Marcus Aurelio (2012-06-16); beat Duane Ludwig (2009-06-19); beat Rafaello Oliveira (2008-10-10)
Devin-Cole-13370,Devin Cole,4,7,0.68,2012-11-03,beat Mike Kyle (2006-01-13); beat Travis Wiuff (2006-06-03); beat Shawn Jordan (2011-07-22); beat Trevor Smith (2010-08-21)
Leandro-Silva-10532,Leandro    Silva,4,2,0.55,2012-10-27,beat Rousimar Palhares (2004-05-10); beat Guto Inocente (2005-03-19); beat Wendell Oliveira Marques (2007-03-24); beat John Howard (2012-10-27)
Marius-Zaromskis-15180,Marius Zaromskis,4,4,0.68,2012-09-28,beat Hayato Sakurai (2009-07-20); beat Ross Pointon (2007-12-01); beat Jason High (2009-07-20); beat Nordine Taleb (2012-09-28)
Miodrag-Petkovic-6244,Miodrag Petkovic,4,4,0.35,2012-08-04,beat Travis Fulton (2003-08-10); beat Tim Hague (2008-02-01); beat Igor Pokrajac (2004-04-04); beat Igor Pokrajac (2005-03-11)
Yuki-Sasaki-1255,Yuki Sasaki,4,6,0.55,2012-05-18,beat Jason DeLucia (2001-07-29); beat Yuki Kondo (2008-09-28); beat Ronald Jhun (2000-01-14); beat Paul Taylor (2006-05-06)
Shungo-Oyama-335,Shungo Oyama,4,4,0.68,2011-12-03,beat Carlos Newton (2007-10-28); beat Brian Gassaway (2010-09-16); beat Denis Kang (2011-12-03); beat Renzo Gracie (2002-06-23)
Geronimo-dos-Santos-15664,Geronimo dos Santos,4,3,0.55,2011-09-30,beat Assuerio Silva (2009-10-17); beat Antonio Mendes (2011-09-30); beat Ildemar Alcantara (2009-04-21); beat Francimar Barroso (2008-03-01)
Jessie-Gibbs-18978,Jessie Gibbs,4,1,0.55,2011-04-02,beat Katsuhisa Fujii (2008-07-17); beat Branden Lee Hinkle (2011-04-02); beat Denis Stojnic (2007-11-18); beat Rob Broughton (2009-08-28)
Cub-Swanson-11002,Cub Swanson,4,4,0.68,2010-11-11,beat Shannon Gugerty (2006-03-11); beat Charlie Valencia (2006-10-13); beat Donny Walker (2008-02-23); beat Mackens Semerzier (2010-11-11)
Kazunori-Yokota-11335,Kazunori Yokota,4,3,0.55,2010-10-30,beat Michihiro Omigawa (2006-10-10); beat Eiji Mitsuoka (2009-11-07); beat Mizuto Hirota (2008-11-01); beat Leonardo Santos (2009-05-02)
Luciano-Azevedo-7919,Luciano Azevedo,4,6,0.68,2010-09-10,beat Din Thomas (2006-03-18); beat Luis Ramos (2006-10-07); beat Rodrigo Damm (2004-10-23); beat Jose Aldo (2005-11-26)
Hidehiko-Yoshida-5920,Hidehiko Yoshida,4,5,0.68,2010-04-25,beat Don Frye (2002-11-24); beat Maurice Smith (2008-06-08); beat David Abbott (2005-08-28); beat Mark Hunt (2004-06-20)
Mitsuhiro-Ishida-2225,Mitsuhiro Ishida,4,4,0.68,2009-08-15,beat David Bielkheden (2006-11-05); beat Marcus Aurelio (2006-06-04); beat Cristiano Marcello (2006-08-26); beat Gilbert Melendez (2007-12-31)
Mu-Bae-Choi-9684,Mu Bae Choi,4,1,0.68,2009-06-07,beat Gary Goodridge (2008-03-30); beat Katsuhisa Fujii (2009-06-07); beat Dave Herman (2009-01-04); beat Soa Palelei (2004-10-31)
Alexandre-Ferreira-1398,Alexandre Ferreira,4,1,0.35,2007-11-10,beat Moti Horenstein (2000-03-05); beat Branden Lee Hinkle (2007-05-19); beat Heath Herring (1999-07-01); beat Fabio Maldonado (2007-11-10)
Marcelo-Alves-Eneas-Dantas-1537,Marcelo Alves Eneas Dantas,4,1,0.55,2007-08-04,beat Joe Charles (1999-10-15); beat Katsuhisa Fujii (2001-01-08); beat Tim Lajcik (2001-09-30); beat Vernon White (2007-08-04)
Dustin-Denes-2268,Dustin Denes,4,1,0.35,2007-02-18,beat Nick Thompson (2003-09-05); beat Rory Singer (2002-06-29); beat Eric Schafer (2002-03-09); beat Pat Healy (2005-04-30)
Osami-Shibuya-801,Osami Shibuya,4,15,0.55,2006-02-04,beat Ian Freeman (2001-02-04); beat Vernon White (1996-10-08); beat Brian Gassaway (1997-06-30); beat Denis Kang (2001-05-13)
Masanori-Suda-440,Masanori Suda,4,6,0.68,2005-09-25,beat Lance Gibson (2002-01-12); beat Ronald Jhun (2002-06-29); beat Ryo Chonan (2002-12-08); beat Brian Ebersole (2005-01-29)
Ray-Cooper-1171,Ray    Cooper,4,3,0.55,2005-03-25,beat Jutaro Nakao (2000-01-14); beat Hermes Franca (2005-03-25); beat Antonio McKee (2001-05-29); beat Jake Shields (2002-08-03)
Mikhail-Ilyukhin-1443,Mikhail Ilyukhin,4,4,0.68,2003-06-08,beat Brad Kohler (1999-10-28); beat Katsuhisa Fujii (2002-05-06); beat Justin McCully (1999-10-28); beat Randy Couture (1999-03-20)
Takaku-Fuke-669,Takaku Fuke,4,8,0.55,2001-12-23,beat Todd Medina (1995-09-01); beat Scott Bessac (1994-01-19); beat Jason DeLucia (1994-07-26); beat Vernon White (1993-09-21)
Lazar-Todev-185997,Lazar Todev,3,0,0.35,2026-06-06,beat Luis Henrique (2025-09-13); beat Josh Parisian (2026-01-31); beat Martin Buday (2026-06-06)
Patrick-Habirora-314503,Patrick Habirora,3,0,0.68,2026-05-23,beat Benson Henderson (2026-05-23); beat Danny Roberts (2025-07-05); beat Kevin Jousset (2025-12-13)
Gina-Carano-16535,Gina Carano,3,2,0.68,2026-05-16,beat Rosi Sexton (2006-09-15); beat Julie Kedzie (2007-02-10); beat Tonya Evinger (2007-09-15)
Luis-Palomino-16697,Luis Palomino,3,8,0.68,2026-05-01,beat Daron Cruickshank (2011-02-26); beat Darrell Horcher (2026-05-01); beat Jorge Masvidal (2010-02-04)
Mikhail-Kolobegov-74433,Mikhail Kolobegov,3,0,0.35,2026-04-24,beat Dennis Hallman (2015-08-29); beat Thiago Silva (2018-03-09); beat Armen Petrosyan (2026-04-24)
Jarrah-AlSilawi-111583,Jarrah Al-Silawi,3,1,0.68,2026-03-28,beat Gleison Tibau (2022-05-06); beat Carlston Harris (2018-09-21); beat Ismail Naurdiev (2021-04-01)
Randall-Wallace-93103,Randall Wallace,3,4,0.78,2026-03-27,beat Kyle Stewart (2025-05-02); beat Marco Polo Reyes (2013-09-14); beat Louis Cosce (2023-05-27)
Ibuki-Shimada-304931,Ibuki Shimada,3,1,0.55,2026-03-20,beat Jutaro Nakao (2019-11-17); beat Kiichi Kunimoto (2026-03-20); beat Daichi Abe (2024-07-14)
Anton-Vyazigin-185637,Anton Vyazigin,3,1,0.55,2026-02-06,beat Wagner Prado (2019-05-04); beat Josh Copeland (2019-12-14); beat Carlos Felipe (2026-02-06)
Salahdine-Parnasse-172169,Salahdine Parnasse,3,0,0.55,2026-01-17,beat Marcin Held (2026-01-17); beat Morgan Charriere (2017-03-17); beat Robert Ruchala (2023-08-19)
Danny-Sabatello-293067,Danny Sabatello,3,1,0.68,2025-12-31,beat Naoki Inoue (2025-12-31); beat Brett Johns (2021-05-21); beat Da'Mon Blackshear (2021-02-12)
Nathan-Williams-187961,Nathan Williams,3,3,0.68,2025-11-11,beat Don Shainis (2021-07-10); beat Westin Wilson (2025-11-11); beat Angel Pacheco (2020-12-11)
Magomed-Magomedov-79175,Magomed Magomedov,3,4,0.68,2025-10-03,beat Damian Stasiak (2013-02-27); beat Enrique Barzola (2022-06-24); beat Petr Yan (2016-03-26)
Silmar-Nunes-40618,Silmar Nunes,3,4,0.35,2025-06-22,beat Edilberto de Oliveira (2012-11-29); beat Rodrigo de Lima (2011-05-27); beat Tiago dos Santos e Silva (2011-12-07)
Gadzhi-Rabadanov-149247,Gadzhi Rabadanov,3,0,0.68,2025-06-20,beat Steven Siler (2019-05-23); beat Kevin Lee (2025-06-20); beat Marc Diakiese (2025-04-18)
Patrik-Kincl-27549,Patrik Kincl,3,4,0.55,2025-06-14,beat Tomasz Drwal (2020-12-19); beat Karlos Vemola (2023-05-20); beat Sergey Khandozhko (2016-03-26)
Attila-Vegh-33506,Attila Vegh,3,3,0.55,2025-06-14,beat Travis Fulton (2017-11-12); beat Travis Wiuff (2012-08-24); beat Karlos Vemola (2019-11-09)
Damien-Lapilus-87477,Damien Lapilus,3,5,0.55,2025-05-17,beat Lukasz Sajewski (2019-12-14); beat Marco Beltran (2023-03-09); beat Victor Hugo (2025-05-17)
Szymon-Bajor-64534,Szymon Bajor,3,3,0.68,2025-04-26,beat Ednaldo Oliveira (2021-02-20); beat Ronny Markes (2022-08-13); beat Viktor Pesta (2023-12-16)
Joshua-Weems-259641,Joshua Weems,3,3,0.78,2025-04-25,beat Jason Knight (2024-11-15); beat Irwin Rivera (2023-09-08); beat Brandon Davis (2023-04-14)
Alfie-Davis-141739,Alfie Davis,3,0,0.68,2025-04-18,beat Clay Collard (2025-04-18); beat Thibault Gouti (2022-10-29); beat Aalon Cruz (2023-08-11)
Marcos-Rodrigues-dos-Santos-23162,Marcos Rodrigues dos Santos,3,2,0.35,2025-04-09,beat Alexandre Barros (2025-04-09); beat Iliarde Santos (2009-10-03); beat Fernando Bruno (2013-07-13)
Yuki-Motoya-66241,Yuki Motoya,3,6,0.68,2025-03-30,beat Justin Scoggins (2018-12-31); beat Rogerio Bontorin (2022-12-31); beat Allan Nascimento (2016-12-29)
Yaroslav-Amosov-104911,Yaroslav Amosov,3,0,0.68,2025-03-14,beat Gerald Harris (2018-07-13); beat Erick Silva (2019-02-16); beat Curtis Millender (2025-03-14)
Abdoul-Abdouraguimov-239869,Abdoul Abdouraguimov,3,0,0.68,2024-12-14,beat Viscardi Andrade (2018-05-05); beat Godofredo Pepey (2022-02-03); beat Laureano Staropoli (2024-12-14)
Reece-McLaren-75160,Reece McLaren,3,1,0.68,2024-12-06,beat Jarred Brooks (2024-12-06); beat Mark Striegl (2015-12-11); beat Muin Gafurov (2016-04-15)
Bruno-Machado-Azeredo-23906,Bruno Machado Azeredo,3,1,0.35,2024-10-22,beat Mickael Lebout (2021-01-15); beat Mike Santiago (2020-07-31); beat Eduardo Garagorri (2024-10-22)
Renan-Ferreira-181493,Renan Ferreira,3,3,0.68,2024-10-19,beat Ryan Bader (2024-02-24); beat Maurice Greene (2023-08-18); beat Jared Vanderaa (2019-08-30)
Mukhamed-Kokov-139283,Mukhamed Kokov,3,2,0.35,2024-10-04,beat Hacran Dias (2023-03-17); beat Davi Ramos (2024-10-04); beat Marcelo Rojo (2015-03-21)
Brent-Primus-55884,Brent Primus,3,1,0.68,2024-08-16,beat Clay Collard (2024-08-16); beat Benson Henderson (2021-10-16); beat Michael Chandler (2017-06-24)
Timur-Khizriev-258185,Timur Khizriev,3,0,0.68,2024-06-28,beat Richie Smullen (2023-06-16); beat Enrique Barzola (2024-06-28); beat Brett Johns (2024-04-19)
Alexey-Efremov-112065,Alexey Efremov,3,1,0.35,2024-05-17,beat Xavier Foupa-Pokam (2016-06-11); beat Goran Reljic (2023-11-24); beat Ildemar Alcantara (2017-09-27)
Evan-Cutts-59738,Evan Cutts,3,4,0.55,2024-05-11,beat Brian Foster (2024-05-11); beat Bassil Hafez (2021-04-01); beat Ramiz Brahimaj (2018-05-25)
Rakim-Cleveland-68068,Rakim Cleveland,3,10,0.68,2024-04-20,beat Houston Alexander (2017-04-15); beat Houston Alexander (2017-12-09); beat Brian Houston (2016-04-01)
Daniel-James-147707,Daniel James,3,2,0.68,2024-04-04,beat Marcelo Golm (2023-03-31); beat Marcelo Golm (2024-04-04); beat Raphael Pessoa (2021-11-19)
Carlos-Alexandre-Pereira-5990,Carlos Alexandre Pereira,3,4,0.55,2024-03-30,beat Alexandre Barros (2010-01-24); beat Darren Stewart (2024-03-30); beat Vicente Luque (2013-07-13)
Dilano-Taylor-332083,Dilano Taylor,3,1,0.68,2024-03-16,beat Joao Zeferino (2022-05-06); beat Rory MacDonald (2022-08-13); beat Jordan Mein (2024-03-16)
Anatoly-Malykhin-256721,Anatoly Malykhin,3,0,0.68,2024-03-01,beat Arjan Bhullar (2023-06-23); beat Reinier de Ridder (2022-12-02); beat Reinier de Ridder (2024-03-01)
Vener-Galiev-23616,Vener Galiev,3,5,0.55,2023-12-08,beat Levan Makashvili (2023-04-28); beat Hacran Dias (2023-12-08); beat Mairbek Taisumov (2009-05-23)
Justin-Patterson-83742,Justin Patterson,3,3,0.68,2023-10-20,beat Chance Rencountre (2016-03-04); beat Jason Witt (2017-03-03); beat Ramiz Brahimaj (2018-11-30)
IlimaLei-Macfarlane-162961,Ilima-Lei Macfarlane,3,2,0.68,2023-10-07,beat Valerie Letourneau (2018-12-15); beat Emily Ducote (2016-12-03); beat Emily Ducote (2017-11-03)
Alexey-Oleynik-2027,Alexey Oleynik,3,5,0.55,2023-05-26,beat Jeff Monson (2013-06-20); beat Adlan Amagov (2007-11-23); beat Mirko Filipovic (2013-11-08)
Timur-Nagibin-143017,Timur Nagibin,3,0,0.35,2023-02-11,beat Ronys Torres (2023-02-11); beat Thiago Tavares (2021-05-03); beat Mike Santiago (2019-11-16)
Christopher-Gonzalez-302397,Christopher Gonzalez,3,0,0.68,2023-02-04,beat Roger Huerta (2021-04-02); beat Max Rohskopf (2023-02-04); beat Charles Radtke (2019-05-11)
Darren-Smith-Jr-60553,Darren Smith Jr.,3,4,0.35,2022-12-16,beat James Moontasri (2013-06-06); beat Christian Aguilera (2015-10-02); beat Chris Padilla (2022-05-21)
Aung-La-N-Sang-13029,Aung La N Sang,3,5,0.68,2022-11-19,beat Chris Price (2009-05-09); beat Brandon Vera (2019-10-13); beat Yushin Okami (2022-11-19)
Hatef-Moeil-174657,Hatef Moeil,3,2,0.35,2022-10-15,beat Ricco Rodriguez (2019-02-02); beat James McSweeney (2019-06-22); beat Jeremy Kimball (2022-10-15)
Melvin-Manhoef-4296,Melvin Manhoef,3,7,0.68,2022-09-23,beat Ian Freeman (2006-07-01); beat Denis Kang (2012-12-31); beat Mark Hunt (2008-12-31)
Ary-Farias-162197,Ary Farias,3,1,0.55,2022-08-05,beat Michinori Tanaka (2022-08-05); beat Saimon Oliveira (2018-03-09); beat Luan Lacerda (2014-08-10)
Bruno-Leandro-Soares-Lobato-74599,Bruno Leandro Soares Lobato,3,3,0.55,2022-05-14,beat Tiago dos Santos e Silva (2019-08-17); beat Michel Pereira (2013-01-12); beat Marlon Vera (2013-08-24)
Fernando-Gonzalez-8578,Fernando Gonzalez,3,5,0.68,2022-03-04,beat Karo Parisyan (2014-10-03); beat Hector Urbina (2008-04-19); beat Curtis Millender (2015-05-15)
Alexey-Polpudnikov-74306,Alexey Polpudnikov,3,0,0.35,2021-12-17,beat Diego Brandao (2021-12-17); beat Grigory Popov (2014-12-20); beat Song Yadong (2016-05-14)
Aigun-Akhmedov-102505,Aigun Akhmedov,3,1,0.35,2021-11-27,beat Hernani Perpetuo (2017-12-16); beat Rinat Fakhretdinov (2013-06-05); beat Tofiq Musayev (2014-10-31)
Fernando-Martinez-48413,Fernando Martinez,3,1,0.35,2021-11-05,beat Mark Holst (2013-12-15); beat Cesar Arzamendia (2013-10-06); beat Marco Polo Reyes (2021-11-05)
Tarek-Suleiman-97993,Tarek Suleiman,3,0,0.35,2021-10-29,beat Oli Thompson (2019-05-06); beat Steve Kennedy (2019-11-29); beat KB Bhullar (2021-10-29)
Bruno-Cappelozza-74598,Bruno Cappelozza,3,0,0.68,2021-10-27,beat Klidson Abreu (2016-05-21); beat Ante Delija (2021-05-06); beat Ante Delija (2021-10-27)
Valdir-Araujo-41068,Valdir Araujo,3,4,0.55,2021-10-23,beat Paul Bradley (2012-10-06); beat Nate Marquardt (2021-10-23); beat Preston Parsons (2017-01-21)
Alexander-Maslov-277593,Alexander Maslov,3,0,0.35,2021-08-27,beat Cody East (2019-08-14); beat Luis Henrique (2021-04-17); beat Vinicius Moreira (2021-08-27)
Cindy-Dandois-42457,Cindy Dandois,3,3,0.68,2021-06-25,beat Sheila Gaff (2010-05-29); beat Jessamyn Duke (2016-07-29); beat Megan Anderson (2015-09-12)
Marcin-Naruszczka-64742,Marcin Naruszczka,3,1,0.35,2021-05-29,beat Matt Horwich (2016-11-04); beat Eric Spicely (2021-05-29); beat Abu Azaitar (2012-09-22)
Saul-Rogers-71863,Saul Rogers,3,1,0.68,2021-04-16,beat Andre Winner (2016-08-13); beat John Maguire (2014-03-01); beat Artem Lobov (2011-11-05)
Denis-Lavrentyev-252633,Denis Lavrentyev,3,1,0.35,2020-11-07,beat Reginaldo Vieira (2018-05-05); beat Taylor Lapilus (2018-09-01); beat Victor Henry (2020-11-07)
Karol-Celinski-49089,Karol Celinski,3,3,0.55,2020-08-20,beat Vinny Magalhaes (2017-07-01); beat Luke Barnatt (2018-06-16); beat Luke Barnatt (2020-08-20)
Mateusz-Gamrot-90605,Mateusz Gamrot,3,0,0.55,2020-07-11,beat Andre Winner (2013-09-28); beat Norman Parke (2017-05-27); beat Norman Parke (2020-07-11)
Brandon-Girtz-32637,Brandon Girtz,3,4,0.68,2020-02-21,beat Melvin Guillard (2015-08-28); beat Michel Quinones (2012-11-09); beat Drew Dober (2009-11-13)
Rafa-Garcia-186049,Rafa Garcia,3,0,0.35,2020-02-21,beat Estevan Payan (2019-06-07); beat Humberto Bandenay (2020-02-21); beat Erick Gonzalez (2019-09-20)
Elias-Boudegzdame-105587,Elias Boudegzdame,3,0,0.55,2020-01-31,beat Walel Watson (2016-12-02); beat Masio Fullen (2017-03-31); beat Austin Arnett (2020-01-31)
Jiri-Prochazka-97529,Jiri Prochazka,3,2,0.68,2019-12-31,beat Fabio Maldonado (2019-10-12); beat CB Dollaway (2019-12-31); beat Darko Stosic (2014-11-14)
Toshiaki-Kitada-20561,Toshiaki Kitada,3,3,0.55,2019-12-15,beat Masanori Kanehara (2014-04-29); beat Zach Makovsky (2009-08-23); beat Jin Soo Son (2016-08-27)
Ibragim-Chuzhigaev-98149,Ibragim Chuzhigaev,3,0,0.35,2019-09-27,beat David Mitchell (2017-03-11); beat Mike Rhodes (2018-05-19); beat Alex Garcia (2019-09-27)
Teddy-Ash-101379,Teddy Ash,3,2,0.78,2019-08-27,beat Victor Valimaki (2017-09-29); beat Seth Baczynski (2018-09-28); beat Dominique Steele (2019-03-01)
Ev-Ting-60988,Ev Ting,3,1,0.68,2019-07-12,beat Kamal Shalorus (2017-02-10); beat Rolando Dy (2012-08-24); beat Daichi Abe (2019-07-12)
Mark-Stoddard-67474,Mark Stoddard,3,5,0.68,2019-05-29,beat Laverne Clark (2014-03-15); beat Shamar Bailey (2014-10-04); beat Dan Stittgen (2018-04-28)
